user_id,first_name,last_name,age,city,plan,cant_mensajes,cant_caracteres,cant_llamadas,cant_min_llamada,year,reg_date,churn_date,limite_cant_llamadas,limite_cant_min_llamada,limite_cant_mensajes,limite_cant_caracteres
10020,Mateo,Garcia,26.0,Medellín,Premium,6,334.0,4,9.12,2022.0,2022-01-06 11:25:58.289572393+00:00,,4,9.12,6,334.0
10021,Ana,Garcia,68.0,Bogotá,Basico,7,402.0,7,46.46,2022.0,2022-01-06 18:00:16.204051012+00:00,,7,46.46,7,402.0
10022,Carlos,Torres,37.0,Desconocido,Basico,6,304.0,6,24.47,2022.0,2022-01-07 00:34:34.118529632+00:00,,6,24.47,6,304.0
10023,Luis,Lopez,57.0,Desconocido,Basico,6,282.0,2,3.37,2022.0,2022-01-07 07:08:52.033008252+00:00,,2,3.37,6,282.0
10024,Mariana,Gomez,42.0,MTY,Basico,5,220.0,7,30.93,2022.0,2022-01-07 13:43:09.947486871+00:00,,7,30.93,5,220.0
10025,Mateo,Gomez,36.0,Bogotá,Premium,3,128.0,5,25.46,2022.0,2022-01-07 20:17:27.861965491+00:00,,5,25.46,3,128.0
10026,Carlos,Ramirez,22.0,Bogotá,Premium,3,169.0,3,6.47,2022.0,2022-01-08 02:51:45.776444111+00:00,,3,6.47,3,169.0
10027,Ana,Gomez,28.0,MTY,Premium,8,451.0,7,84.77,2022.0,2022-01-08 09:26:03.690922730+00:00,,7,82.19759999999998,8,451.0
10028,Ana,Torres,32.0,Cali,Basico,5,282.0,1,2.94,2022.0,2022-01-08 16:00:21.605401350+00:00,,1,2.94,5,282.0
10029,Sofia,Garcia,25.0,Cali,Basico,8,375.0,2,5.7299999999999995,2022.0,2022-01-08 22:34:39.519879970+00:00,,2,5.7299999999999995,8,375.0
10030,Sofia,Garcia,36.0,Bogotá,Basico,7,253.0,4,16.03,2022.0,2022-01-09 05:08:57.434358589+00:00,,4,16.03,7,253.0
10031,Luis,Garcia,40.0,CDMX,Premium,8,314.0,2,6.45,2022.0,2022-01-09 11:43:15.348837209+00:00,,2,6.45,8,314.0
10032,Carlos,Lopez,44.0,MTY,Premium,8,413.0,2,19.119999999999997,2022.0,2022-01-09 18:17:33.263315829+00:00,2024-06-13 23:06:40+00:00,2,19.119999999999997,8,413.0
10033,Carlos,Gomez,57.0,GDL,Premium,2,110.0,5,42.5,2022.0,2022-01-10 00:51:51.177794448+00:00,,5,42.5,2,110.0
10034,Mariana,Torres,49.0,Cali,Basico,11,516.0,5,17.57,2022.0,2022-01-10 07:26:09.092273068+00:00,,5,17.57,11,516.0
10035,Mariana,Lopez,43.0,CDMX,Basico,2,148.0,2,3.8299999999999996,2022.0,2022-01-10 14:00:27.006751688+00:00,,2,3.8299999999999996,2,148.0
10036,Mariana,Ramirez,44.0,Cali,Basico,10,553.0,2,2.99,2022.0,2022-01-10 20:34:44.921230307+00:00,,2,2.99,10,553.0
10037,Sofia,Torres,79.0,Medellín,Premium,5,215.0,2,4.12,2022.0,2022-01-11 03:09:02.835708927+00:00,,2,4.12,5,215.0
10038,Carlos,Torres,36.0,Medellín,Premium,4,242.0,4,11.75,2022.0,2022-01-11 09:43:20.750187547+00:00,2024-09-12 00:13:20+00:00,4,11.75,4,242.0
10039,Carlos,Torres,67.0,Bogotá,Premium,9,436.0,5,27.21,2022.0,2022-01-11 16:17:38.664666166+00:00,,5,27.21,9,436.0
10040,Ana,Garcia,59.0,Medellín,Basico,3,128.0,4,32.34,,,,4,32.34,3,128.0
10041,Sofia,Torres,46.0,Medellín,Basico,4,217.0,3,14.4,2022.0,2022-01-12 05:26:14.493623405+00:00,,3,14.4,4,217.0
10042,Mateo,Gomez,56.0,Cali,Basico,4,110.0,4,32.25,2022.0,2022-01-12 12:00:32.408102025+00:00,2024-07-22 23:13:20+00:00,4,32.25,4,110.0
10043,Sofia,Torres,77.0,Bogotá,Basico,2,91.0,5,34.93,2022.0,2022-01-12 18:34:50.322580645+00:00,,5,34.93,2,91.0
10044,Mateo,Garcia,58.0,Bogotá,Basico,8,384.0,1,6.3,2022.0,2022-01-13 01:09:08.237059264+00:00,2024-11-10 00:53:20+00:00,1,6.3,8,384.0
10045,Ana,Torres,50.0,Medellín,Basico,7,355.0,5,26.43,2022.0,2022-01-13 07:43:26.151537884+00:00,,5,26.43,7,355.0
10046,Luis,Ramirez,36.0,CDMX,Premium,6,277.0,6,32.39,2022.0,2022-01-13 14:17:44.066016504+00:00,,6,32.39,6,277.0
10047,Carlos,Ramirez,54.0,Bogotá,Premium,4,206.0,2,7.3,2022.0,2022-01-13 20:52:01.980495123+00:00,2024-10-08 23:26:40+00:00,2,7.3,4,206.0
10048,Ana,Garcia,36.0,Desconocido,Basico,3,148.0,1,6.58,2022.0,2022-01-14 03:26:19.894973743+00:00,,1,6.58,3,148.0
10049,Carlos,Gomez,50.0,CDMX,Basico,7,276.0,4,20.18,2022.0,2022-01-14 10:00:37.809452363+00:00,,4,20.18,7,276.0
10050,Mariana,Gomez,64.0,MTY,Basico,4,188.0,1,14.52,2022.0,2022-01-14 16:34:55.723930982+00:00,,1,14.52,4,188.0
10051,Luis,Lopez,33.0,MTY,Premium,6,389.0,2,9.35,2022.0,2022-01-14 23:09:13.638409602+00:00,,2,9.35,6,389.0
10052,Luis,Garcia,40.0,Medellín,Basico,4,268.0,3,27.990000000000002,2022.0,2022-01-15 05:43:31.552888222+00:00,,3,27.990000000000002,4,268.0
10053,Ana,Torres,24.0,CDMX,Basico,4,176.0,7,32.2,2022.0,2022-01-15 12:17:49.467366841+00:00,,7,32.2,4,176.0
10054,Luis,Garcia,43.0,Medellín,Premium,6,278.0,2,1.19,2022.0,2022-01-15 18:52:07.381845461+00:00,2024-08-13 00:46:40+00:00,2,1.19,6,278.0
10055,Mateo,Lopez,49.0,CDMX,Basico,8,416.0,5,30.38,2022.0,2022-01-16 01:26:25.296324081+00:00,,5,30.38,8,416.0
10056,Luis,Garcia,29.0,CDMX,Basico,6,361.0,3,27.34,,,2024-07-25 01:13:20+00:00,3,27.34,6,361.0
10057,Carlos,Garcia,25.0,Medellín,Premium,5,177.0,5,13.73,2022.0,2022-01-16 14:35:01.125281320+00:00,,5,13.73,5,177.0
10058,Carlos,Lopez,22.0,MTY,Premium,2,92.0,9,37.73,2022.0,2022-01-16 21:09:19.039759940+00:00,,9,37.73,2,92.0
10059,Carlos,Gomez,59.0,Desconocido,Premium,6,320.0,3,38.790000000000006,2022.0,2022-01-17 03:43:36.954238559+00:00,,3,38.790000000000006,6,320.0
10060,Carlos,Torres,45.0,CDMX,Basico,6,365.0,7,39.2,,,,7,39.2,6,365.0
10061,Mateo,Lopez,70.0,Bogotá,Basico,9,390.0,7,26.009999999999998,2022.0,2022-01-17 16:52:12.783195799+00:00,,7,26.009999999999998,9,390.0
10062,Sofia,Ramirez,22.0,CDMX,Premium,6,232.0,2,3.62,2022.0,2022-01-17 23:26:30.697674418+00:00,,2,3.62,6,232.0
10063,Mariana,Gomez,66.0,MTY,Basico,8,358.0,4,11.700000000000001,2022.0,2022-01-18 06:00:48.612153038+00:00,,4,11.700000000000001,8,358.0
10064,Ana,Ramirez,43.0,Desconocido,Premium,9,421.0,2,8.559999999999999,2022.0,2022-01-18 12:35:06.526631658+00:00,,2,8.559999999999999,9,421.0
10065,Carlos,Gomez,22.0,Desconocido,Premium,5,309.0,3,34.48,2022.0,2022-01-18 19:09:24.441110277+00:00,,3,34.48,5,309.0
10066,Luis,Torres,39.0,CDMX,Premium,6,259.0,3,14.350000000000001,2022.0,2022-01-19 01:43:42.355588897+00:00,,3,14.350000000000001,6,259.0
10067,Carlos,Torres,32.0,Bogotá,Basico,5,393.0,5,19.48,2022.0,2022-01-19 08:18:00.270067517+00:00,,5,19.48,5,393.0
10068,Luis,Garcia,30.0,Medellín,Basico,4,169.0,3,13.96,2022.0,2022-01-19 14:52:18.184546136+00:00,,3,13.96,4,169.0
10069,Mariana,Ramirez,45.0,GDL,Basico,3,167.0,7,38.12,2022.0,2022-01-19 21:26:36.099024756+00:00,2024-08-02 23:06:40+00:00,7,38.12,3,167.0
10070,Mariana,Gomez,50.0,CDMX,Premium,6,294.0,3,17.41,,,,3,17.41,6,294.0
10071,Mariana,Torres,60.0,Desconocido,Basico,11,2007.0,4,12.68,2022.0,2022-01-20 10:35:11.927981995+00:00,,4,12.68,11,724.02
10072,Luis,Lopez,40.0,Desconocido,Basico,6,261.0,5,29.389999999999997,2022.0,2022-01-20 17:09:29.842460615+00:00,,5,29.389999999999997,6,261.0
10073,Carlos,Torres,50.0,Desconocido,Basico,6,347.0,10,53.199999999999996,2022.0,2022-01-20 23:43:47.756939235+00:00,2024-10-05 23:13:20+00:00,10,53.199999999999996,6,347.0
10074,Mariana,Lopez,60.0,Cali,Basico,3,206.0,6,28.779999999999998,2022.0,2022-01-21 06:18:05.671417854+00:00,,6,28.779999999999998,3,206.0
10075,Mateo,Gomez,35.0,Medellín,Basico,5,193.0,6,17.369999999999997,2022.0,2022-01-21 12:52:23.585896474+00:00,,6,17.369999999999997,5,193.0
10076,Luis,Torres,67.0,MTY,Basico,9,374.0,0,0.0,2022.0,2022-01-21 19:26:41.500375094+00:00,2024-12-13 00:33:20+00:00,0,0.0,9,374.0
10077,Luis,Torres,70.0,CDMX,Premium,5,243.0,4,15.540000000000001,2022.0,2022-01-22 02:00:59.414853713+00:00,,4,15.540000000000001,5,243.0
10078,Carlos,Gomez,47.0,CDMX,Basico,7,358.0,4,8.99,2022.0,2022-01-22 08:35:17.329332333+00:00,,4,8.99,7,358.0
10079,Luis,Torres,43.0,Medellín,Basico,5,294.0,5,36.25,2022.0,2022-01-22 15:09:35.243810952+00:00,,5,36.25,5,294.0
10080,Luis,Lopez,33.0,Cali,Premium,5,271.0,5,50.739999999999995,2022.0,2022-01-22 21:43:53.158289572+00:00,,5,50.739999999999995,5,271.0
10081,Mariana,Torres,30.0,Cali,Premium,5,207.0,5,28.88,2022.0,2022-01-23 04:18:11.072768192+00:00,,5,28.88,5,207.0
10082,Carlos,Ramirez,56.0,Desconocido,Basico,4,137.0,5,38.85,2022.0,2022-01-23 10:52:28.987246811+00:00,2024-08-25 23:53:20+00:00,5,38.85,4,137.0
10083,Mariana,Garcia,50.0,Desconocido,Basico,4,250.0,7,35.77,2022.0,2022-01-23 17:26:46.901725431+00:00,,7,35.77,4,250.0
10084,Mariana,Lopez,43.0,Desconocido,Premium,5,227.0,2,5.05,2022.0,2022-01-24 00:01:04.816204051+00:00,2024-12-27 22:53:20+00:00,2,5.05,5,227.0
10085,Carlos,Ramirez,65.0,GDL,Basico,6,357.0,5,152.35999999999999,2022.0,2022-01-24 06:35:22.730682670+00:00,,5,82.19759999999998,6,357.0
10086,Ana,Gomez,18.0,Cali,Basico,7,320.0,5,17.52,2022.0,2022-01-24 13:09:40.645161290+00:00,,5,17.52,7,320.0
10087,Mariana,Lopez,66.0,Bogotá,Basico,4,186.0,4,18.49,2022.0,2022-01-24 19:43:58.559639910+00:00,,4,18.49,4,186.0
10088,Mateo,Garcia,55.0,GDL,Basico,6,263.0,3,9.7,2022.0,2022-01-25 02:18:16.474118529+00:00,,3,9.7,6,263.0
10089,Mateo,Garcia,19.0,Desconocido,Basico,5,292.0,3,14.260000000000002,2022.0,2022-01-25 08:52:34.388597149+00:00,,3,14.260000000000002,5,292.0
10090,Luis,Gomez,66.0,Desconocido,Premium,7,411.0,8,32.629999999999995,2022.0,2022-01-25 15:26:52.303075769+00:00,,8,32.629999999999995,7,411.0
10091,Mateo,Gomez,23.0,CDMX,Premium,3,129.0,3,17.3,2022.0,2022-01-25 22:01:10.217554388+00:00,,3,17.3,3,129.0
10092,Luis,Lopez,63.0,CDMX,Basico,7,281.0,1,11.26,2022.0,2022-01-26 04:35:28.132033008+00:00,,1,11.26,7,281.0
10093,Ana,Torres,67.0,Medellín,Basico,2,90.0,7,71.57,2022.0,2022-01-26 11:09:46.046511628+00:00,,7,71.57,2,90.0
10094,Carlos,Gomez,55.0,Medellín,Basico,4,169.0,2,15.84,2022.0,2022-01-26 17:44:03.960990247+00:00,,2,15.84,4,169.0
10095,Carlos,Torres,59.0,Desconocido,Basico,9,481.0,9,28.240000000000002,2022.0,2022-01-27 00:18:21.875468867+00:00,,9,28.240000000000002,9,481.0
10096,Carlos,Ramirez,41.0,GDL,Basico,9,410.0,4,29.81,2022.0,2022-01-27 06:52:39.789947487+00:00,,4,29.81,9,410.0
10097,Mateo,Garcia,35.0,CDMX,Premium,5,208.0,5,11.200000000000001,2022.0,2022-01-27 13:26:57.704426106+00:00,,5,11.200000000000001,5,208.0
10098,Ana,Torres,44.0,GDL,Premium,5,260.0,3,17.869999999999997,2022.0,2022-01-27 20:01:15.618904726+00:00,,3,17.869999999999997,5,260.0
10099,Mateo,Garcia,58.0,CDMX,Basico,3,135.0,4,22.78,2022.0,2022-01-28 02:35:33.533383346+00:00,2024-06-05 23:26:40+00:00,4,22.78,3,135.0
10100,Mateo,Torres,25.0,CDMX,Premium,9,362.0,2,12.34,2022.0,2022-01-28 09:09:51.447861965+00:00,,2,12.34,9,362.0
10101,Ana,Ramirez,45.0,Desconocido,Basico,7,372.0,5,17.08,2022.0,2022-01-28 15:44:09.362340585+00:00,,5,17.08,7,372.0
10102,Ana,Gomez,27.0,MTY,Basico,5,268.0,6,36.51,2022.0,2022-01-28 22:18:27.276819205+00:00,,6,36.51,5,268.0
10103,Ana,Ramirez,34.0,Bogotá,Basico,7,370.0,3,15.03,2022.0,2022-01-29 04:52:45.191297824+00:00,,3,15.03,7,370.0
10104,Ana,Gomez,72.0,CDMX,Premium,5,262.0,4,11.09,2022.0,2022-01-29 11:27:03.105776444+00:00,2024-07-16 00:33:20+00:00,4,11.09,5,262.0
10105,Carlos,Gomez,79.0,GDL,Premium,5,214.0,3,9.15,2022.0,2022-01-29 18:01:21.020255064+00:00,,3,9.15,5,214.0
10106,Sofia,Garcia,46.0,Cali,Premium,11,453.0,5,19.07,2022.0,2022-01-30 00:35:38.934733683+00:00,,5,19.07,11,453.0
10107,Sofia,Ramirez,75.0,Medellín,Basico,6,324.0,4,14.08,2022.0,2022-01-30 07:09:56.849212303+00:00,,4,14.08,6,324.0
10108,Ana,Torres,23.0,Cali,Basico,6,248.0,6,30.22,2022.0,2022-01-30 13:44:14.763690923+00:00,,6,30.22,6,248.0
10109,Sofia,Ramirez,31.0,Bogotá,Basico,7,323.0,4,15.440000000000001,2022.0,2022-01-30 20:18:32.678169542+00:00,,4,15.440000000000001,7,323.0
10110,Sofia,Garcia,39.0,MTY,Basico,7,370.0,3,14.81,2022.0,2022-01-31 02:52:50.592648162+00:00,,3,14.81,7,370.0
10111,Ana,Gomez,71.0,Bogotá,Basico,6,243.0,2,11.68,2022.0,2022-01-31 09:27:08.507126782+00:00,,2,11.68,6,243.0
10112,Sofia,Garcia,23.0,MTY,Premium,2,83.0,8,25.580000000000002,2022.0,2022-01-31 16:01:26.421605401+00:00,,8,25.580000000000002,2,83.0
10113,Mateo,Lopez,43.0,Cali,Premium,4,188.0,3,16.240000000000002,2022.0,2022-01-31 22:35:44.336084021+00:00,,3,16.240000000000002,4,188.0
10114,Luis,Lopez,56.0,GDL,Basico,3,159.0,5,27.91,2022.0,2022-02-01 05:10:02.250562641+00:00,,5,27.91,3,159.0
10115,Luis,Torres,29.0,Medellín,Basico,7,377.0,2,12.78,2022.0,2022-02-01 11:44:20.165041260+00:00,,2,12.78,7,377.0
10116,Ana,Garcia,52.0,CDMX,Basico,3,172.0,11,44.32,2022.0,2022-02-01 18:18:38.079519880+00:00,,10,44.32,3,172.0
10117,Carlos,Torres,31.0,Medellín,Premium,5,283.0,3,7.68,2022.0,2022-02-02 00:52:55.993998500+00:00,2024-12-13 00:33:20+00:00,3,7.68,5,283.0
10118,Ana,Torres,39.0,Desconocido,Premium,4,171.0,4,7.44,2022.0,2022-02-02 07:27:13.908477119+00:00,,4,7.44,4,171.0
10119,Carlos,Lopez,68.0,Medellín,Premium,4,220.0,4,18.78,2022.0,2022-02-02 14:01:31.822955739+00:00,,4,18.78,4,220.0
10120,Luis,Torres,40.0,Bogotá,Basico,7,409.0,3,24.380000000000003,2022.0,2022-02-02 20:35:49.737434359+00:00,,3,24.380000000000003,7,409.0
10121,Ana,Lopez,65.0,Desconocido,Basico,2,80.0,6,28.11,2022.0,2022-02-03 03:10:07.651912978+00:00,2024-08-07 00:20:00+00:00,6,28.11,2,80.0
10122,Mariana,Gomez,24.0,Medellín,Premium,2,34.0,9,34.84,2022.0,2022-02-03 09:44:25.566391598+00:00,,9,34.84,2,34.0
10123,Mateo,Garcia,57.0,GDL,Premium,10,493.0,2,9.4,2022.0,2022-02-03 16:18:43.480870217+00:00,,2,9.4,10,493.0
10124,Sofia,Torres,67.0,GDL,Basico,8,413.0,7,27.310000000000002,2022.0,2022-02-03 22:53:01.395348837+00:00,,7,27.310000000000002,8,413.0
10125,Carlos,Lopez,42.0,Medellín,Basico,5,238.0,6,28.41,2022.0,2022-02-04 05:27:19.309827457+00:00,,6,28.41,5,238.0
10126,Mariana,Ramirez,30.0,Medellín,Basico,6,248.0,6,25.02,2022.0,2022-02-04 12:01:37.224306076+00:00,,6,25.02,6,248.0
10127,Sofia,Torres,38.0,MTY,Premium,2,77.0,1,3.97,2022.0,2022-02-04 18:35:55.138784696+00:00,,1,3.97,2,77.0
10128,Sofia,Gomez,58.0,MTY,Premium,3,193.0,3,3.0100000000000002,2022.0,2022-02-05 01:10:13.053263316+00:00,,3,3.0100000000000002,3,193.0
10129,Ana,Gomez,27.0,Desconocido,Premium,8,396.0,4,11.34,2022.0,2022-02-05 07:44:30.967741935+00:00,,4,11.34,8,396.0
10130,Sofia,Ramirez,70.0,CDMX,Basico,6,280.0,5,13.16,2022.0,2022-02-05 14:18:48.882220555+00:00,,5,13.16,6,280.0
10131,Mateo,Lopez,72.0,Bogotá,Basico,1,76.0,4,13.77,2022.0,2022-02-05 20:53:06.796699175+00:00,,4,13.77,1,76.0
10132,Mariana,Torres,76.0,CDMX,Basico,10,449.0,3,17.080000000000002,2022.0,2022-02-06 03:27:24.711177794+00:00,,3,17.080000000000002,10,449.0
10133,Sofia,Lopez,26.0,Cali,Premium,6,316.0,0,0.0,2022.0,2022-02-06 10:01:42.625656414+00:00,2024-12-02 00:40:00+00:00,0,0.0,6,316.0
10134,Ana,Gomez,32.0,CDMX,Basico,7,269.0,1,0.6,2022.0,2022-02-06 16:36:00.540135034+00:00,,1,0.6,7,269.0
10135,Mateo,Lopez,69.0,Medellín,Premium,6,265.0,6,21.91,2022.0,2022-02-06 23:10:18.454613653+00:00,,6,21.91,6,265.0
10136,Luis,Gomez,19.0,CDMX,Basico,3,164.0,1,3.44,2022.0,2022-02-07 05:44:36.369092273+00:00,,1,3.44,3,164.0
10137,Mariana,Lopez,42.0,Medellín,Premium,5,256.0,8,34.52,2022.0,2022-02-07 12:18:54.283570893+00:00,,8,34.52,5,256.0
10138,Sofia,Ramirez,30.0,Cali,Premium,4,283.0,4,19.42,2022.0,2022-02-07 18:53:12.198049512+00:00,,4,19.42,4,283.0
10139,Ana,Garcia,51.0,MTY,Basico,6,317.0,1,7.93,2022.0,2022-02-08 01:27:30.112528132+00:00,,1,7.93,6,317.0
10140,Luis,Ramirez,68.0,Bogotá,Premium,9,398.0,1,4.37,2022.0,2022-02-08 08:01:48.027006752+00:00,,1,4.37,9,398.0
10141,Luis,Ramirez,75.0,Bogotá,Basico,4,246.0,4,3.92,2022.0,2022-02-08 14:36:05.941485371+00:00,,4,3.92,4,246.0
10142,Carlos,Garcia,51.0,MTY,Basico,7,326.0,1,2.08,2022.0,2022-02-08 21:10:23.855963991+00:00,,1,2.08,7,326.0
10143,Mateo,Garcia,52.0,Cali,Basico,3,193.0,2,6.67,2022.0,2022-02-09 03:44:41.770442611+00:00,,2,6.67,3,193.0
10144,Sofia,Torres,55.0,GDL,Premium,10,486.0,4,4.789999999999999,2022.0,2022-02-09 10:18:59.684921230+00:00,,4,4.789999999999999,10,486.0
10145,Ana,Torres,20.0,Medellín,Premium,4,218.0,3,8.3,2022.0,2022-02-09 16:53:17.599399850+00:00,2024-10-25 23:46:40+00:00,3,8.3,4,218.0
10146,Carlos,Ramirez,48.0,GDL,Basico,8,297.0,9,28.21,2022.0,2022-02-09 23:27:35.513878470+00:00,,9,28.21,8,297.0
10147,Mateo,Ramirez,59.0,GDL,Premium,2,101.0,5,26.63,2022.0,2022-02-10 06:01:53.428357089+00:00,2024-06-10 00:40:00+00:00,5,26.63,2,101.0
10148,Carlos,Gomez,73.0,MTY,Premium,3,166.0,4,23.6,2022.0,2022-02-10 12:36:11.342835709+00:00,,4,23.6,3,166.0
10149,Mariana,Gomez,76.0,Bogotá,Premium,3,157.0,4,22.66,2022.0,2022-02-10 19:10:29.257314329+00:00,,4,22.66,3,157.0
10150,Mateo,Torres,23.0,Bogotá,Basico,7,375.0,2,14.57,2022.0,2022-02-11 01:44:47.171792948+00:00,2024-06-26 00:00:00+00:00,2,14.57,7,375.0
10151,Mateo,Torres,72.0,Medellín,Basico,10,444.0,1,4.62,2022.0,2022-02-11 08:19:05.086271568+00:00,,1,4.62,10,444.0
10152,Sofia,Gomez,65.0,GDL,Premium,6,347.0,8,50.010000000000005,2022.0,2022-02-11 14:53:23.000750188+00:00,,8,50.010000000000005,6,347.0
10153,Mateo,Gomez,66.0,CDMX,Basico,3,133.0,7,21.89,2022.0,2022-02-11 21:27:40.915228807+00:00,,7,21.89,3,133.0
10154,Carlos,Lopez,36.0,Cali,Basico,6,356.0,1,0.34,2022.0,2022-02-12 04:01:58.829707427+00:00,,1,0.34,6,356.0
10155,Mateo,Lopez,20.0,Cali,Premium,8,389.0,3,9.67,2022.0,2022-02-12 10:36:16.744186046+00:00,,3,9.67,8,389.0
10156,Sofia,Gomez,35.0,CDMX,Basico,4,182.0,3,3.19,2022.0,2022-02-12 17:10:34.658664666+00:00,,3,3.19,4,182.0
10157,Sofia,Lopez,56.0,Medellín,Premium,6,352.0,4,6.9399999999999995,2022.0,2022-02-12 23:44:52.573143286+00:00,,4,6.9399999999999995,6,352.0
10158,Mariana,Garcia,26.0,MTY,Basico,8,408.0,7,32.81,2022.0,2022-02-13 06:19:10.487621905+00:00,2024-08-30 23:20:00+00:00,7,32.81,8,408.0
10159,Carlos,Torres,69.0,Cali,Premium,11,538.0,3,19.729999999999997,2022.0,2022-02-13 12:53:28.402100525+00:00,,3,19.729999999999997,11,538.0
10160,Luis,Torres,29.0,Desconocido,Basico,8,396.0,2,9.3,2022.0,2022-02-13 19:27:46.316579145+00:00,,2,9.3,8,396.0
10161,Luis,Gomez,22.0,Desconocido,Basico,4,233.0,6,15.86,2022.0,2022-02-14 02:02:04.231057764+00:00,,6,15.86,4,233.0
10162,Mateo,Ramirez,20.0,Cali,Basico,7,304.0,6,19.17,2022.0,2022-02-14 08:36:22.145536384+00:00,,6,19.17,7,304.0
10163,Mariana,Gomez,28.0,GDL,Premium,7,368.0,6,42.56,2022.0,2022-02-14 15:10:40.060015004+00:00,,6,42.56,7,368.0
10164,Ana,Lopez,74.0,Cali,Premium,4,245.0,5,23.59,2022.0,2022-02-14 21:44:57.974493623+00:00,,5,23.59,4,245.0
10165,Mateo,Ramirez,47.0,Bogotá,Basico,6,392.0,4,9.43,2022.0,2022-02-15 04:19:15.888972243+00:00,,4,9.43,6,392.0
10166,Mariana,Lopez,21.0,CDMX,Basico,9,348.0,4,15.12,2022.0,2022-02-15 10:53:33.803450863+00:00,2024-06-26 00:00:00+00:00,4,15.12,9,348.0
10167,Carlos,Garcia,22.0,Bogotá,Basico,5,254.0,4,23.53,2022.0,2022-02-15 17:27:51.717929482+00:00,,4,23.53,5,254.0
10168,Carlos,Lopez,18.0,Desconocido,Basico,7,393.0,4,8.03,2022.0,2022-02-16 00:02:09.632408102+00:00,,4,8.03,7,393.0
10169,Carlos,Garcia,44.0,Desconocido,Premium,4,160.0,4,8.07,2022.0,2022-02-16 06:36:27.546886722+00:00,,4,8.07,4,160.0
10170,Carlos,Garcia,45.0,CDMX,Basico,4,190.0,5,19.17,2022.0,2022-02-16 13:10:45.461365341+00:00,,5,19.17,4,190.0
10171,Carlos,Lopez,48.0,Medellín,Basico,3,135.0,8,38.72,2022.0,2022-02-16 19:45:03.375843961+00:00,2024-08-15 00:00:00+00:00,8,38.72,3,135.0
